"","rank","game_id","min_players","max_players","avg_time","min_time","max_time","year","avg_rating","geek_rating","num_votes","age","owned","weight","catSplit_Exploration","catSplit_Fantasy","catSplit_Fighting","catSplit_Miniatures","catSplit_Economic","catSplit_Political","catSplit_Wargame","catSplit_Science Fiction","catSplit_Territory Building","catSplit_Card Game","catSplit_Medieval","catSplit_Dice","catSplit_Deduction","catSplit_Party Game","catSplit_Negotiation","catSplit_Real-time","catSplit_World War II","catSplit_Humor","mechSplit_Grid Movement","mechSplit_Hand Management","mechSplit_Modular Board","mechSplit_Simultaneous Action Selection","mechSplit_Point to Point Movement","mechSplit_Set Collection","mechSplit_Variable Player Powers","mechSplit_Card Drafting","mechSplit_Dice Rolling","mechSplit_Tile Placement","mechSplit_Area Movement","mechSplit_Route/Network Building","mechSplit_Worker Placement","mechSplit_Deck / Pool Building","mechSplit_Partnerships","mechSplit_Press Your Luck","mechSplit_Secret Unit Deployment","mechSplit_Pick-up and Deliver","mechSplit_Hex-and-Counter","mechSplit_Take That","mechSplit_Simulation"
"203",1180,205317,2,5,180,120,180,2016,7.8089,6.32048,719,14,1730,2.8696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"204",1181,249,3,6,90,90,90,1993,6.60385,6.32031,3104,12,3368,1.7889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",1182,1032,1,2,20,20,20,1981,6.98611,6.31996,1692,12,2944,2.3493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"207",1184,3353,2,2,420,420,420,2002,7.23724,6.3189,1002,14,2058,3.5743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208",1185,148601,1,3,90,90,90,2014,7.36798,6.31853,865,14,1293,2.9032,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"210",1187,68182,3,6,60,60,60,2010,6.74566,6.31823,2153,10,2968,2.1608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"211",1188,113289,3,10,30,30,30,2010,6.78301,6.31805,1946,10,3475,1.1644,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212",1189,16772,3,6,60,60,60,2005,6.65116,6.31769,2755,14,2165,1.9459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215",1191,118063,2,6,45,30,45,2012,6.6054,6.31751,3258,14,4524,2.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"216",1192,62220,2,4,180,180,180,2011,6.77642,6.31657,1823,12,2692,3.3191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"217",1193,162388,2,2,15,15,15,2015,8.22729,6.3163,459,10,1518,3.1538,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218",1194,22143,2,2,240,240,240,2006,8.03938,6.31574,515,12,982,3.5341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"219",1195,9027,3,5,60,60,60,2004,6.73111,6.31572,2086,10,2549,2.318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"220",1196,66214,2,5,45,45,45,2010,6.90226,6.3156,1461,8,1645,2.2754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"224",12,115746,2,4,180,150,180,2012,8.39508,7.97852,7484,13,12187,4.0135,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"225",120,172287,2,4,90,60,90,2015,7.7794,7.36635,5448,10,8639,2.527,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"227",1201,57660,4,12,45,45,45,2006,7.28447,6.31403,877,12,1210,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"228",1202,38718,2,4,420,420,420,2010,7.86584,6.31382,592,0,1858,3.2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"229",1203,54137,2,4,15,15,15,2010,6.72584,6.31253,2241,7,2936,1.5109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230",1204,9215,2,5,480,240,480,2004,7.33546,6.31235,860,12,1777,4.2429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"232",1206,143401,2,5,90,90,90,2013,7.14409,6.31176,1033,12,1385,3.2292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"233",1207,182189,2,6,40,40,40,2015,6.82836,6.31139,1750,8,3124,1.863,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234",1208,1198,2,20,30,30,30,1988,6.48139,6.31096,8496,6,12951,1.7002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236",121,154203,1,4,90,45,90,2014,7.53711,7.36451,14466,10,19677,2.7702,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"237",1210,32412,3,5,45,45,45,2007,6.78838,6.31039,1811,10,2468,1.6474,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238",1211,1117,3,5,45,45,45,1985,6.6302,6.31028,2993,10,4538,1.6205,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239",1212,191894,3,8,30,15,30,2015,7.04964,6.31013,1239,12,2124,1.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"240",1213,142121,2,4,45,30,45,2013,7.22247,6.30932,917,10,1927,2.1818,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"241",1214,71061,1,4,90,90,90,2010,6.66604,6.30928,2884,13,4027,2.1498,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"242",1215,133632,2,4,120,60,120,2014,6.94511,6.30926,1365,13,2697,3.0889,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"243",1216,155969,1,4,60,60,60,2015,6.58682,6.30811,3341,8,7174,2.0823,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"244",1217,71882,1,4,60,60,60,2010,6.9242,6.30787,1442,12,2513,2.2079,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"247",122,20551,3,5,150,150,150,2006,7.5693,7.35941,11078,12,11127,3.3739,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"250",1222,36399,2,5,240,240,240,2008,7.45359,6.30418,768,0,1314,3.3711,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"251",1223,123219,2,4,45,45,45,2012,6.8838,6.30389,1500,10,2312,2.3776,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"252",1224,66510,2,4,60,60,60,2011,7.18878,6.30374,1135,13,3063,1.9714,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254",1226,206051,4,8,15,15,15,2016,7.14056,6.30308,1011,9,1722,1.1667,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"256",1228,112686,2,6,30,30,30,2012,6.6253,6.30298,3963,15,7193,1.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"258",123,31481,2,4,60,60,60,2007,7.46206,7.35603,22583,10,23138,2.3208,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"259",1230,127997,2,4,30,30,30,2012,6.80298,6.30131,1700,8,2044,2.0263,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"260",1231,128667,3,7,40,20,40,2012,6.71382,6.29949,2430,8,4141,1.7372,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"262",1233,11057,2,4,240,240,240,1995,7.74207,6.29907,610,12,1696,3.6195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"263",1234,21551,2,2,240,240,240,2008,7.94975,6.29883,525,12,1431,3.7674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"265",1236,109291,2,4,45,45,45,2013,7.54969,6.29757,759,13,1654,2.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"267",1238,157917,1,4,90,90,90,2014,7.7226,6.2959,654,14,1168,3.96,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"269",124,146439,2,2,90,45,90,2013,7.89836,7.3523,4115,14,7099,2.7818,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"270",1240,9341,3,4,60,60,60,2004,6.79107,6.2954,1673,10,2057,2.6204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"273",1243,176558,6,12,20,10,20,2015,6.67716,6.29346,2265,10,4070,1.5152,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278",1248,11971,2,6,20,20,20,2004,6.50567,6.29096,4503,8,6311,1.1289,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280",125,101721,2,2,90,90,90,2012,7.76094,7.35196,6365,13,11043,3.6276,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283",1252,198487,2,2,45,0,45,2016,7.62728,6.28925,669,0,2954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"286",1255,472,1,4,60,20,60,1985,6.69089,6.28834,2376,10,3355,1.9292,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"287",1256,29839,2,4,90,90,90,2007,6.80806,6.2877,1560,10,2788,3.0374,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"290",1259,18748,2,2,240,240,240,2008,7.64581,6.287,644,0,1532,3.292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"291",126,234,2,2,200,40,200,1996,7.82507,7.35183,4412,12,6817,3.4112,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"292",1260,123609,2,4,20,20,20,2012,7.91381,6.28643,547,10,1031,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293",1261,180771,2,5,90,60,90,2016,7.76643,6.28516,686,14,2216,2.7273,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295",1263,156858,1,5,75,45,75,2016,7.52166,6.28441,733,13,1211,2.3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"298",1266,195043,2,4,30,30,30,2016,6.98562,6.28411,1231,10,3375,1.25,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"301",1269,104581,3,11,30,30,30,2011,7.00061,6.28342,1167,8,1578,1.6744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"302",127,155821,2,4,90,60,90,2016,7.82065,7.34933,5082,14,7555,2.9394,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"305",1272,65515,2,8,45,45,45,2010,6.53443,6.28267,3379,10,4441,2.0622,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"308",1275,98315,2,6,45,45,45,2011,6.79152,6.28106,1709,13,2754,1.7477,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"309",1276,88408,2,5,45,45,45,2011,6.5294,6.28085,3554,12,4871,2.6296,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"310",1277,77,2,2,240,240,240,1991,7.66021,6.2806,635,12,1036,3.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"313",128,54998,2,5,90,60,90,2009,7.54177,7.34803,13394,13,14396,2.828,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"314",1280,30367,2,2,30,30,30,2007,6.78606,6.2792,1533,10,2448,1.952,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"315",1281,83734,2,4,240,60,240,2011,7.67464,6.27843,606,13,1274,3.0918,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"316",1282,144864,1,2,30,30,30,2013,7.52814,6.27834,689,13,1704,2.3077,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"319",1285,136056,2,2,40,40,40,2013,6.97658,6.27719,1188,10,2458,2.0167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323",1289,41863,2,5,240,240,240,2009,6.9498,6.27488,1751,12,3914,3.1781,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"325",1290,206803,2,4,60,45,60,2016,7.49723,6.27388,678,10,818,2.3889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"326",1291,72,3,4,60,60,60,1998,6.73257,6.27315,1754,12,3772,2.5856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"329",1294,195503,2,4,120,120,120,2016,7.48083,6.27147,683,13,1724,3.1111,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"332",1297,27848,2,4,90,90,90,2009,6.68916,6.27048,2253,12,4044,3.2656,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333",1298,99,2,4,180,180,180,1986,6.68868,6.27009,2197,12,3340,2.6368,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"335",13,102794,1,7,210,30,210,2013,8.1408,7.97114,19751,12,25431,3.7865,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"338",1301,195856,3,5,45,30,45,2016,7.03181,6.26856,1220,14,2373,2.1154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"339",1302,166286,1,2,20,5,20,2015,6.99291,6.26845,1191,13,3099,1.6744,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"341",1304,154182,2,4,60,60,60,2014,6.86418,6.26609,1327,10,2096,2.859,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"342",1305,152242,5,75,30,30,30,2014,7.28749,6.26584,912,8,2605,1.4167,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343",1306,67185,2,4,40,40,40,2010,6.74531,6.2652,1735,8,1953,1.7943,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344",1307,124965,2,2,90,90,90,2012,7.38641,6.26466,799,12,2178,2.58,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"347",131,22545,2,5,120,90,120,2007,7.57652,7.34544,9129,10,7761,3.1305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"354",1316,172503,2,2,30,20,30,2015,7.38989,6.26173,742,0,2405,2.9048,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355",1317,92044,2,4,240,120,240,2011,6.95969,6.26145,1336,12,2808,2.6239,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"357",1319,169318,2,4,60,45,60,2015,7.20968,6.26044,858,10,1471,2.5517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"358",132,97207,2,4,90,90,90,2011,7.56239,7.34428,9543,13,12786,3.5465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"359",1320,36400,2,4,180,180,180,2013,7.88268,6.26039,516,13,1671,3.7011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"360",1321,205610,2,4,30,15,30,2016,6.84764,6.26023,1415,14,2595,1.1786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363",1324,67928,2,4,20,20,20,2010,6.73059,6.25897,1814,8,1806,2.2929,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"366",1327,154509,2,5,90,90,90,2014,6.80853,6.25816,1496,12,2762,2.6375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"367",1328,149776,1,4,90,90,90,2015,7.66293,6.25802,690,14,1443,2.6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"371",1331,158572,2,4,90,30,90,2014,7.07903,6.25749,981,10,1505,2.3455,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"376",1336,32674,2,4,60,60,60,2008,7.21732,6.25565,936,12,1649,3.0517,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377",1337,230933,2,4,75,75,75,2017,7.174,6.25519,930,14,1469,3.1053,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"378",1338,28,2,8,180,60,180,1987,6.52368,6.25496,4425,12,7567,2.6523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"380",134,93260,2,4,30,30,30,2011,7.59092,7.34031,9170,9,11906,2.5176,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381",1340,204516,2,4,120,60,120,2017,7.82175,6.25439,549,12,1741,2.5625,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"382",1341,4192,2,4,240,240,240,1983,6.64918,6.25435,2480,8,3572,3.687,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383",1342,174973,2,4,30,20,30,2015,6.85107,6.25429,1847,13,5872,1.7547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"384",1343,126996,2,4,60,60,60,2014,7.06133,6.25398,1091,14,1775,2.3056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"386",1345,22897,2,2,60,60,60,2006,7.16851,6.25315,933,13,1219,2.6884,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"387",1346,122588,2,2,90,90,90,2012,7.34971,6.25298,818,12,2165,2.6471,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"391",135,24181,2,6,180,120,180,2006,7.62285,7.33865,7437,13,6360,3.5759,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"394",1352,128445,1,4,150,150,150,2012,7.21113,6.25191,883,12,1698,2.7846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"395",1353,511,1,6,180,180,180,1991,7.09327,6.25146,950,12,1656,3.2241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
"396",1354,157958,1,4,60,60,60,2014,7.15765,6.25051,986,14,1871,1.9298,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
"398",1356,175621,2,4,40,20,40,2015,6.59874,6.24764,3137,13,7904,2.5133,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"401",1359,205046,2,4,30,30,0,2016,7.12118,6.24605,900,10,1547,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
